step,waiting_time_avg,queue_length_max,throughput,occupancy_avg,speed_avg,green_phase_index,co2_mg,controller_mode
381,2.592,17,0,0.0,8.166,2,219873.12,fixed
382,2.786,19,0,0.0,8.296,2,218237.077,fixed
383,3.042,19,2,0.0,8.493,2,237416.963,fixed
384,3.141,23,1,0.0,8.156,2,207705.822,fixed
385,3.333,19,0,0.0,8.21,2,189351.906,fixed
386,3.535,20,0,0.0,8.318,2,207067.783,fixed
387,3.737,22,2,0.0,8.175,2,184957.74,fixed
388,3.861,22,0,0.0,8.245,2,217627.235,fixed
389,4.059,20,0,0.0,8.33,2,196184.236,fixed
390,4.216,22,1,0.0,8.292,2,219821.557,fixed
391,4.412,20,0,0.0,8.455,2,222531.203,fixed
392,4.519,22,0,0.0,8.307,2,218002.564,fixed
393,4.712,20,0,0.0,8.294,2,190407.822,fixed
394,4.913,21,0,0.0,8.404,2,214006.802,fixed
395,5.125,22,0,0.0,8.456,2,203306.11,fixed
396,5.148,27,0,0.0,8.141,2,199046.036,fixed
397,5.361,23,0,0.0,8.211,2,211551.166,fixed
398,5.583,24,0,0.0,8.18,2,197523.345,fixed
399,5.806,24,0,0.0,8.127,2,200758.613,fixed
400,3.591,21,0,0.0,7.998,0,195787.051,fixed
401,1.973,15,0,0.0,8.306,0,250878.203,fixed
402,0.83,12,0,0.0,8.48,0,262991.074,fixed
403,0.161,4,0,0.0,8.856,0,270164.509,fixed
404,0.035,3,0,0.0,9.022,0,261491.922,fixed
405,0.009,1,0,0.0,9.431,0,308145.549,fixed
406,0.018,1,0,0.0,9.811,0,313935.102,fixed
407,0.027,1,1,0.0,10.068,0,304080.849,fixed
408,0.043,6,0,0.0,9.974,0,309037.02,fixed
409,0.078,4,1,0.0,10.228,0,315266.746,fixed
410,0.122,5,1,0.0,10.399,0,260236.107,fixed
411,0.172,8,1,0.0,10.402,0,278327.014,fixed
412,0.231,9,1,0.0,10.35,0,259834.686,fixed
413,0.291,7,0,0.0,10.476,0,245126.013,fixed
414,0.35,9,2,0.0,10.395,0,250911.913,fixed
415,0.419,8,0,0.0,10.467,0,238531.145,fixed
416,0.483,10,1,0.0,10.283,0,230448.028,fixed
417,0.551,8,0,0.0,10.379,0,257818.16,fixed
418,0.636,10,0,0.0,10.446,0,230813.647,fixed
419,0.726,10,1,0.0,10.511,0,244883.867,fixed
420,0.792,14,1,0.0,10.05,0,206352.101,fixed
421,0.89,10,2,0.0,10.065,0,236936.855,fixed
422,0.983,11,0,0.0,10.079,0,233911.298,fixed
423,1.085,12,0,0.0,10.212,0,270444.984,fixed
424,1.176,14,1,0.0,10.144,0,255809.769,fixed
425,1.308,13,2,0.0,10.141,0,231445.833,fixed
426,1.419,15,2,0.0,10.042,0,234084.556,fixed
427,1.53,13,0,0.0,10.158,0,249980.84,fixed
428,1.655,15,3,0.0,9.968,0,217465.117,fixed
429,1.798,13,2,0.0,10.01,0,218931.363,fixed
430,1.964,13,3,0.0,10.024,0,232630.606,fixed
431,2.109,14,1,0.0,9.999,0,223728.494,fixed
432,2.186,19,1,0.0,9.814,0,274002.942,fixed
433,2.327,16,0,0.0,9.912,0,231527.707,fixed
434,2.545,17,3,0.0,9.928,0,217825.837,fixed
435,2.676,19,1,0.0,9.844,0,255808.342,fixed
436,2.907,19,5,0.0,9.571,0,206492.402,fixed
437,3.074,18,0,0.0,9.704,0,225065.009,fixed
438,3.343,21,5,0.0,9.329,0,191922.572,fixed
439,3.558,19,1,0.0,9.449,0,227809.965,fixed
440,3.679,22,0,0.0,9.443,0,234780.134,fixed
441,3.868,20,0,0.0,9.554,0,220143.936,fixed
442,4.31,21,6,0.0,9.338,0,196592.682,fixed
443,4.612,21,2,0.0,9.344,0,199195.925,fixed
444,4.74,26,2,0.0,8.912,0,196114.321,fixed
445,5.221,22,5,0.0,8.917,0,191790.84,fixed
446,5.521,23,1,0.0,8.951,0,190685.347,fixed
447,6.022,23,4,0.0,8.842,0,184435.414,fixed
448,6.209,25,1,0.0,8.702,0,190743.298,fixed
449,6.607,23,2,0.0,8.632,0,183916.16,fixed
450,6.714,25,0,0.0,8.31,0,161674.124,fixed
451,6.967,23,0,0.0,8.365,0,186592.856,fixed
452,7.097,28,0,0.0,8.204,1,189276.575,fixed
453,7.622,26,3,0.0,8.085,1,169228.563,fixed
454,7.911,26,0,0.0,8.067,1,194054.294,fixed
