step,waiting_time_avg,queue_length_max,throughput,occupancy_avg,speed_avg,green_phase_index,co2_mg,controller_mode
144,2.222,18,1,0.0,9.84,0,237289.589,adaptive
145,2.374,14,1,0.0,9.911,0,217274.87,adaptive
146,2.528,14,1,0.0,10.005,0,221736.129,adaptive
147,2.611,16,0,0.0,9.878,0,219539.864,adaptive
148,2.691,16,0,0.0,9.691,0,219195.556,adaptive
149,2.818,14,0,0.0,9.74,0,220612.059,adaptive
150,2.911,18,0,0.0,9.638,0,231857.351,adaptive
151,3.118,17,2,0.0,9.63,0,226124.493,adaptive
152,3.214,19,0,0.0,9.652,0,271894.4,adaptive
153,3.366,17,0,0.0,9.755,0,244403.546,adaptive
154,3.518,17,0,0.0,9.755,0,211932.901,adaptive
155,3.703,17,1,0.0,9.792,0,248164.209,adaptive
156,3.772,23,1,0.0,9.379,0,212484.356,adaptive
157,3.973,19,1,0.0,9.548,0,246902.459,adaptive
158,4.159,21,0,0.0,9.524,0,211159.071,adaptive
159,4.345,21,0,0.0,9.565,0,236143.066,adaptive
160,4.452,23,0,0.0,9.435,0,229399.081,adaptive
161,4.635,21,0,0.0,9.512,0,230826.433,adaptive
162,4.752,25,0,0.0,9.369,0,218115.583,adaptive
163,4.949,23,0,0.0,9.36,0,235945.559,adaptive
164,5.059,25,0,0.0,9.159,0,222466.259,adaptive
165,5.252,23,0,0.0,9.173,0,238215.444,adaptive
166,5.462,25,0,0.0,9.321,0,262245.981,adaptive
167,5.729,26,1,0.0,9.31,0,227780.321,adaptive
168,5.85,30,2,0.0,8.985,0,242091.675,adaptive
169,6.067,26,0,0.0,8.999,0,236291.952,adaptive
170,6.5,26,4,0.0,8.849,0,232177.901,adaptive
171,6.667,28,1,0.0,8.621,0,218073.004,adaptive
172,6.957,29,3,0.0,8.451,0,240258.929,adaptive
173,7.27,29,1,0.0,8.513,1,224108.201,adaptive
174,7.588,31,3,0.0,8.388,1,250602.515,adaptive
175,8.063,30,3,0.0,8.386,1,241655.026,adaptive
176,8.333,32,2,0.0,8.216,2,219247.902,adaptive
177,8.771,31,2,0.0,8.217,2,226480.798,adaptive
178,9.321,32,3,0.0,8.198,2,219648.351,adaptive
179,9.808,32,2,0.0,8.114,2,208985.417,adaptive
180,10.019,36,3,0.0,7.58,2,206180.043,adaptive
181,10.637,33,3,0.0,7.372,2,191841.956,adaptive
182,11.408,33,4,0.0,7.193,2,177506.017,adaptive
183,12.0,34,2,0.0,7.218,2,203923.637,adaptive
184,12.649,39,4,0.0,6.773,2,162102.151,adaptive
185,13.473,37,3,0.0,6.483,2,161637.356,adaptive
186,13.581,39,0,0.0,6.212,2,167406.356,adaptive
187,14.141,38,1,0.0,6.085,2,169361.338,adaptive
188,14.277,43,0,0.0,5.896,2,168835.88,adaptive
189,14.713,41,0,0.0,5.836,2,164503.52,adaptive
190,15.489,42,2,0.0,5.691,2,169096.054,adaptive
191,15.957,43,0,0.0,5.721,3,177249.043,adaptive
192,12.604,45,0,0.0,5.546,3,177046.482,adaptive
193,10.26,39,0,0.0,5.661,3,182350.94,adaptive
194,8.137,35,1,0.0,5.831,3,205203.156,adaptive
195,6.289,35,0,0.0,6.007,3,218965.808,adaptive
196,4.808,31,0,0.0,6.227,3,223371.643,adaptive
197,3.657,26,0,0.0,6.664,3,258071.985,adaptive
198,2.7,24,1,0.0,6.857,3,245509.817,adaptive
199,2.0,18,1,0.0,7.187,3,228791.947,adaptive
200,1.614,16,0,0.0,7.457,3,253582.525,adaptive
201,1.515,13,0,0.0,7.868,3,252844.945,adaptive
202,1.515,11,0,0.0,8.173,3,266634.55,adaptive
203,1.677,13,2,0.0,8.246,3,214348.138,adaptive
204,1.738,17,0,0.0,8.036,3,221808.459,adaptive
205,1.882,13,1,0.0,8.209,3,222292.993,adaptive
206,2.01,13,0,0.0,8.383,3,219935.419,adaptive
207,2.178,15,1,0.0,8.439,3,234772.894,adaptive
208,2.282,17,0,0.0,8.347,3,221371.435,adaptive
209,2.456,18,0,0.0,8.347,3,198905.784,adaptive
210,2.606,20,1,0.0,8.353,3,225961.463,adaptive
211,2.861,18,3,0.0,8.359,3,208849.031,adaptive
212,2.981,20,0,0.0,8.368,3,217350.942,adaptive
213,3.155,18,0,0.0,8.561,3,235458.27,adaptive
214,3.33,18,0,0.0,8.55,3,207176.519,adaptive
215,3.515,19,0,0.0,8.587,3,192539.455,adaptive
216,3.561,23,0,0.0,8.311,3,216239.731,adaptive
217,3.738,19,0,0.0,8.395,3,217873.619,adaptive
218,3.925,20,0,0.0,8.41,3,209465.455,adaptive
219,4.046,23,0,0.0,8.243,3,211432.066,adaptive
220,4.162,23,0,0.0,8.158,3,216369.912,adaptive
221,4.369,23,0,0.0,8.239,3,216753.085,adaptive
222,4.504,26,0,0.0,8.27,3,241342.664,adaptive
223,4.717,24,0,0.0,8.382,3,219996.117,adaptive
224,4.843,26,0,0.0,8.275,3,221416.758,adaptive
225,5.052,24,0,0.0,8.248,3,201394.178,adaptive
226,5.27,25,0,0.0,8.274,3,213530.816,adaptive
227,5.487,25,0,0.0,8.336,3,218297.302,adaptive
228,5.513,29,0,0.0,8.068,3,216704.169,adaptive
229,5.723,25,0,0.0,8.035,3,219657.639,adaptive
